Time,dx,dy
0.0,0.0,0.0
0.2535228729248047,-0.009499759499760785,0.4399150232483464
0.27657604217529297,0.15658068783068302,0.14175485008817645
0.2971320152282715,0.022417153996116213,0.38872644574396986
0.3123328685760498,-0.16293663331578045,0.10697150547071033
0.3304319381713867,0.1080246913580254,0.06944444444442865
0.350506067276001,-0.1888539482879139,0.1672490100163202
0.3692049980163574,-0.003029527223077366,0.13311429709276013
0.3843870162963867,-0.05430663221360987,0.28115130634509455
0.3938140869140625,-0.012246117084828256,0.24371337543379923
0.4023749828338623,-0.07727920227918617,0.23516144349474644
0.4165520668029785,-0.05108556832695399,0.4590783312047506
0.43115901947021484,0.0636226355110523,0.3779340857309421
0.44848203659057617,-0.13274373027735464,0.398507999778559
0.46317195892333984,-0.00783475783475751,0.3915004748338049
0.48064398765563965,0.0,0.0
0.49455904960632324,-0.011667497093498014,0.37160217018214325
0.5131399631500244,0.03943167305237694,0.36712430821623343
0.5264570713043213,-0.1087348410357265,0.4388998142685523
0.544450044631958,-0.014325646401118775,-0.008851618914519577
0.55855393409729,0.02302072714917358,0.11668931928869597
0.5764029026031494,0.12366603892027683,0.42393806235611464
0.591825008392334,-0.01682769726247102,0.3771068169618843
0.6181020736694336,0.013723544973544222,0.38282627865959284
0.6344668865203857,0.12425198123887071,0.4025419160062711
0.6437609195709229,0.08769063180827175,0.19801966370590662
0.6559638977050781,-0.03091931216931698,0.30544532627862964
0.6725039482116699,0.06817398794143514,-0.02582543784095037
0.6864719390869141,-0.024514602708421762,0.5906482841137688
0.7063610553741455,-0.02019810508181763,0.05324432960088643
0.7191460132598877,-0.09263302603915236,0.3763410426438156
0.7363688945770264,-0.0008417508417437602,0.39662497995831814
0.7504880428314209,0.1083971902937435,0.4188484461472797
0.7695379257202148,0.010677698975570138,0.5042421854478505
0.7824180126190186,-0.04654103442649671,0.37772611083917695
0.8004710674285889,-0.02552334943638357,0.41333870101985326
0.8144540786743164,0.14838969404186741,0.38580246913579685
0.8323459625244141,0.17379826635146856,0.393603887575523
0.8463799953460693,-0.04681550709588578,0.04000807661242334
0.8645319938659668,-0.06083419868465967,0.05558440059996883
0.8785490989685059,0.06380471380472841,0.15398428731762692
0.9073750972747803,-0.4053344389165261,0.07651557029663536
0.9204380512237549,-0.04507260564528792,0.35129439277750407
0.9293680191040039,0.05790017485296062,0.48093837757642177
0.9447720050811768,0.044589520395959426,0.166908459919199
0.9606270790100098,0.12469937469936099,0.374979958313304
0.9744720458984375,0.061890838206636545,0.28638726445743146
0.9923439025878906,0.07888888888888346,0.33469135802468486
1.006516933441162,0.0657809983896982,0.3205850778314243
1.0247139930725098,-0.025169535732914028,0.09081029386192085
1.0384340286254883,-0.06216931216931698,0.44979056437389886
1.0563158988952637,-0.042592592592598066,0.3969135802469168
1.0704400539398193,0.012418816921183407,-0.022570358668303925
1.0884079933166504,0.16937570758531706,0.4069087282333328
1.1025269031524658,0.0753114866018052,0.18380554133241844
1.120337963104248,0.006322401696849056,0.36891553815195266
1.1344680786132812,0.1080246913580254,0.06944444444442865
1.1524689197540283,0.06157615014117823,0.23707302220009296
1.1665189266204834,0.08333333333334281,0.3761728395061539
1.184417963027954,0.09656084656083408,0.10485008818341157
1.1984989643096924,-0.0641352361535894,0.18549665873823074
1.2173590660095215,0.05328441649197657,0.13423014209178064
1.2305679321289062,0.15658068783068302,0.14175485008817645
1.2484169006347656,0.021778821074605048,0.014127977742987241
1.2625160217285156,-0.018888888888881183,0.3035802469135831
1.2803480625152588,0.044589520395959426,0.13772259202363557
1.2944469451904297,0.05624898025777725,0.39534725621362554
1.3124370574951172,0.06066112841813265,0.1163320641513792
1.3265280723571777,0.1290283790283695,0.4399150232483464
1.3443989753723145,0.05790017485296062,0.48093837757642177
1.358557939529419,0.13347309573725852,0.033601211274145726
1.376370906829834,-0.3803906646372468,0.4885421951632054
1.3906939029693604,0.0014710972654938814,0.0742759893850291
1.4085180759429932,0.04363893041022493,0.1174915573271278
1.4225480556488037,-0.027777777777771462,0.17283950617283494
1.4404220581054688,0.1589506172839492,0.027777777777771462
1.4545729160308838,0.04303312122695502,0.41003154402565656
1.4723920822143555,-0.056792968083300366,0.22220799908970434
1.4866280555725098,0.03740740740741444,0.34358024691357514
1.5135149955749512,0.010727688040475414,0.3909419698700276
1.5227789878845215,-0.05626780626781169,0.5510446343779734
1.5364749431610107,0.12132822477650507,0.43177948063004123
1.550550937652588,-0.10333333333332462,0.370246913580246
1.5684199333190918,0.0753114866018052,0.18380554133241844
1.5824980735778809,-0.25611290902551787,0.21913580246913966
1.6004328727722168,0.07391443167304601,0.34126223925073873
1.6145219802856445,-0.004891684136964614,0.030456557186113287
1.632483959197998,-0.05108556832695399,0.4590783312047506
1.6464779376983643,0.186564223798257,0.37090885211452473
1.6644439697265625,0.03691573669740933,0.46367728718530543
1.6785778999328613,0.018108816781392534,0.52297061072872
1.6964330673217773,-0.3758244545915943,0.4839759851175529
1.7106280326843262,0.17379826635146856,0.3581428946677079
1.728381872177124,0.04629629629630472,0.33469135802468486
1.7425808906555176,0.1080246913580254,0.06944444444442865
1.7604398727416992,0.0015073212747722664,0.13231409704275165
1.7745740413665771,0.04883307965499739,0.12933367157108933
1.7949450016021729,-0.36676701331873574,0.2010734050963663
1.8144710063934326,0.03219503907578769,0.10751500736208186
1.831043004989624,0.06835016835017882,0.07671156004488466
1.8397529125213623,0.038178589548465425,0.2252240825299907
1.856539011001587,-0.2773752012882369,0.19659151905526073
1.8706049919128418,-0.027104377104365085,0.14489337822669768
1.8884248733520508,0.07120616191414797,0.3179558614661744
1.9025919437408447,0.04883307965499739,0.12933367157108933
1.9204630851745605,0.013932156455524591,0.13502365293643948
1.9346930980682373,0.006228956228966354,0.3312570145903351
1.9524109363555908,-0.007183192160766794,0.3581492553839496
1.966562032699585,-0.0318149903457936,0.016924112105755285
1.984571933746338,0.031189083820663654,0.35217673814162254
1.9986059665679932,-0.31228956228954985,0.1787317620650981
2.016494035720825,0.05880880880880568,0.32424090757422164
2.031825065612793,0.022417153996116213,0.3609486679661984
2.048435926437378,-0.022764030405966196,0.3326729203730565
2.0626590251922607,0.035575048732937375,0.40188434048081945
2.0805370807647705,-0.05214424951265073,0.4632878492527652
2.094552993774414,-0.11956521739131176,0.09031132581856127
2.112494945526123,0.02302072714917358,0.14574130705628363
2.126605987548828,0.09067246970471388,0.09163964271488112
2.1465299129486084,0.0019171153532511198,0.5054794148039434
2.1588590145111084,0.02302072714917358,0.14574130705628363
2.176452875137329,0.022417153996116213,0.38872644574396986
2.190769910812378,-0.057112422156649245,0.4742980443570275
2.2085399627685547,0.14853938445486392,0.14558337680401223
2.222778081893921,-0.12348410357259354,0.45217415055171273
2.2405290603637695,-0.10681216931214976,0.40961199294531525
2.2547779083251953,0.027777777777771462,0.14506172839506348
2.2724828720092773,0.12425198123887071,0.4025419160062711
2.2867989540100098,-0.004891684136964614,0.0005823433496345842
2.3046650886535645,0.055988231221874685,0.11165916695512124
2.318618059158325,0.026803118908389933,0.32147498375567807
2.338041067123413,-0.09263302603915236,0.3763410426438156
2.3506019115448,0.11286286286286895,0.18159826493157993
2.368619918823242,-0.003784219001602196,0.43507783145463463
2.3826088905334473,-0.11793372319687023,0.3653346328784721
2.4107699394226074,-0.06341056696507508,0.13224796676612982
2.420819044113159,0.06018518518519045,0.10339506172840629
2.432831048965454,-0.035785785785776625,0.4023189856523004
2.4467010498046875,-0.08208689458689378,0.19028964862297926
2.466602087020874,-0.17470300489168267,0.4597018402049855
2.4789750576019287,0.07447665056361075,0.31188942565751177
2.4965720176696777,0.08558324679819407,-0.00983616014767108
2.5108909606933594,0.07991978153268064,0.1884138362632939
2.5295779705047607,0.06835016835017882,0.07671156004488466
2.5428690910339355,0.07042133876996104,0.1503284630196049
2.5606648921966553,-0.0012988101223356807,0.15729568180546494
2.5746588706970215,0.15146109412165742,0.18243855476271165
2.592700958251953,-0.001019742209166452,0.3821313971828033
2.6065120697021484,0.06481481481480955,0.07870370370369528
2.6244990825653076,0.1193367786391093,0.1881280505311338
2.6386680603027344,-0.051481481481488345,0.4058024691358071
2.656507968902588,0.062356604392022064,0.3548290178083562
2.6706459522247314,0.009259259259266628,0.27318985652320293
2.688539981842041,0.06944444444445708,0.06481481481480955
2.7159359455108643,0.06481481481480955,0.1080246913580254
2.736175060272217,0.06481481481480955,0.1080246913580254
2.745374917984009,-0.027451460270839334,0.2984309566541583
2.7540149688720703,-0.10681216931214976,0.40961199294531525
2.7667269706726074,0.07502906493937189,0.3446963405857275
2.7849090099334717,-0.05646844027126008,0.27860372109196874
2.7987220287323,0.038178589548465425,0.2252240825299907
2.816849946975708,0.14201539201539504,0.45290203623537195
2.8307220935821533,-0.05771893388717331,0.15215760932269973
2.8507819175720215,0.1295027904616859,0.16129714189074207
2.8627769947052,0.026156340672457645,0.013298628889998554
2.880642890930176,0.12861879346596083,0.4069087282333328
2.894603967666626,-0.04681550709588578,0.04000807661242334
2.9125208854675293,-0.2613678034470013,0.1399278816770675
2.926609992980957,-0.011298743677599532,0.439400119649747
2.9447929859161377,-0.05430663221360987,0.28115130634509455
2.958707094192505,0.03740740740741444,0.34358024691357514
2.9768080711364746,0.15146109412165742,0.18243855476271165
2.9906270503997803,-0.052061495457707,0.07762636850688409
3.0086259841918945,0.03740740740741444,0.34358024691357514
3.0226480960845947,0.0847309573724715,0.028884230142097067
3.0405290126800537,-0.06996346121906072,0.30882190112384933
3.0545709133148193,0.012209111766622982,0.3548290178083562
3.07260799407959,0.06283068783068302,0.28610008818341726
3.086728096008301,0.02327795084804052,0.1443694473289554
3.106734037399292,-0.3240740740740762,0.15734718458293173
3.118813991546631,0.12425198123887071,0.4025419160062711
3.136806011199951,0.06114605171208609,0.07133706033076237
3.150678873062134,0.03740740740741444,0.34358024691357514
3.168950080871582,-0.10764437423205209,0.09433327482298637
3.182936906814575,0.0004097017371407219,0.2515841800502301
3.2006750106811523,0.13007439754164807,0.29773842255647764
3.214698076248169,0.022417153996116213,0.38872644574396986
3.232914924621582,-0.0008417508417437602,0.39662497995831814
3.2469840049743652,0.01082420448616972,0.09707007476961849
3.264986038208008,0.18615984405457198,0.38726445743986915
3.278671979904175,0.1157407407407618,0.03703703703703809
3.3066940307617188,0.15146109412165742,0.18243855476271165
3.319324016571045,0.06481481481480955,0.1080246913580254
3.3300070762634277,-0.13802756244615466,0.3276629342520607
3.342839002609253,-0.08776734480960613,0.24417492609978808
3.361583948135376,-0.018888888888881183,0.3035802469135831
3.37465500831604,0.07120616191414797,0.3179558614661744
3.3927130699157715,-0.06375661375662389,0.17151675485010287
3.4066519737243652,-0.009608665269041694,0.025739576054036206
3.424783945083618,-0.22484926787251425,0.41448463967844873
3.438706874847412,-0.12407407407405913,0.08580246913578549
3.45660400390625,0.027607883112466425,0.16714803488503094
3.470782995223999,0.14290705800141268,0.024167249010019987
3.4892659187316895,-0.004891684136964614,0.030456557186113287
3.5028109550476074,-0.12407407407405913,0.08580246913578549
3.5207359790802,-0.027777777777771462,0.3391358024691442
3.5348219871520996,0.07888888888888346,0.33469135802468486
3.552741050720215,-0.038359788359770164,0.01913580246915103
3.566751003265381,0.05933750652059189,-0.06255433837591795
3.5846168994903564,0.021058669288748888,0.3636785753304821
3.608267068862915,-0.04681550709588578,0.06960309218877114
3.6234779357910156,0.05016835016834875,0.14034792368124727
3.6322600841522217,-0.13359788359787217,0.14294532627866374
3.6487438678741455,0.02302072714917358,0.14574130705628363
3.664670944213867,0.01878306878307967,-0.04911816578484718
3.680727005004883,0.07888888888888346,0.33469135802468486
3.6949169635772705,-0.02995642701523593,0.27343444500309033
3.712867021560669,-0.05740740740739625,0.05723104056437478
3.72674298286438,-0.004891684136964614,0.030456557186113287
3.744781017303467,-0.04431216931214976,0.29205246913579685
3.758836030960083,-0.05740740740739625,0.05723104056437478
3.7767529487609863,-0.05430663221360987,0.16022107378694272
3.7907960414886475,0.03116849243608044,0.11271952703876309
3.808682918548584,-0.13057813911473204,0.079298404095141
3.8227860927581787,-0.2472766884531552,0.062273057371101004
3.8408401012420654,-0.11931216931216682,-0.11578483245151006
3.854736089706421,-0.36930020472735237,-0.020395185805597293
3.872756004333496,-0.17769726247985318,-0.2823134728931791
3.886949062347412,-0.19907407407407618,-0.38949514991182355
3.9047250747680664,0.2780764635603248,-0.35536496558003705
3.9188308715820312,0.4905746553728534,-0.3668133754082987
3.9367380142211914,0.5872277857256449,0.02600275525884399
3.9507479667663574,-0.0013952308472937602,-0.26183832234062265
3.9706990718841553,0.06866519985331365,0.1646803569245776
3.9829108715057373,-0.054377104377095975,0.29489337822670336
4.000765085220337,0.03729664243684283,-0.04410407292027685
4.0148420333862305,-0.19276094276094113,-0.6365640532307282
4.032680988311768,-0.18810916179336346,-0.5177063027940108
4.046767950057983,-0.0008856682769646795,-0.495356951154065
4.06479287147522,0.1773627075351385,-0.5639101745423716
